_source_id,Num. reto,Título,Descripción,Sector/es,Entidad emisora,Fecha envío,Fecha cierre,Entidades que aplican,Tipo de conexión,¿Surge proyecto?,Socio beneficiado
68914,0021,Integración de un sensor para Banco de Medición de Potencias Ópticas,,Fabricación industrial,,,,,,No sabemos,
68915,0020,Inspección de defectos en Madera,,"Fabricación industrial, Materias primas, Medioambiente",,,,,,No sabemos,
68916,0019,Detección del perfil de piezas de vidrio irregulares,,Fabricación industrial,,,,,,No sabemos,
68880,0055,Sistema de monitorización de la perfusión intestinal en cirugías colorrectales,,Salud,,,,,,No sabemos,
68881,0054,Asegurar la calidad de la leche materna,,Agroalimentación,,,,,,No sabemos,
68882,0053,Diseño y desarrollo de la óptica para un nuevo sistema de depilación láser,,Cosmética y Estética,,,,,,No sabemos,
68883,0052,Monitorización de silos para empresa forestal,,Agroalimentación,,,,,,No sabemos,
68884,0051,Láser de diodo para el tratamiento de superficies metálicas,,Fabricación industrial,,,,,,No sabemos,
68885,0050,Medidas con espectroradiómetro para calibrar unas placas en drones,,Fabricación industrial,,,,,,No sabemos,
68886,0049,Desarrollo y fabricación de una fuente de luz LED para microscopía multiespectral,,Salud,,,,,,No sabemos,
68887,0048,Soldadura de pieza TPE a film de polietileno,,Fabricación industrial,,,,,,No sabemos,
68888,0047,Inteligencia Artificial aplicada a detección de objetos en almacén,,Logística,,,,,,No sabemos,
68889,0046,Desarrollo de una red neuronal para un equipo de visión artificial de monitorización de calidad de cereal,,Agroalimentación,,,,,,No sabemos,
68890,0045,Monitorización del proceso de producción de trigo | Visita de técnicos de I+D+i de la Cámara de Comercio de Rosario (Argentina),,Agroalimentación,Bolsa de Comercio de Rosario,,,"IRIS Technology Solutions S.L., AINIA, Leitat, CD6 - UPC, Radiantis",,Sí,"IRIS Technology Solutions S.L., AINIA"
68891,0044,Introducir sistemas de clasificación y detección de cuerpos extraños en el procesado de frutos secos,,Agroalimentación,,,,,,No sabemos,
68892,0043,Capacidades para el desarrollo de una mesa holográfica 3D,,Turismo,,,,,,No sabemos,
68893,0042,Desarrollo de un sistema de luz miniaturizado para un dispositivo médico ingerible,,Salud,,,,,,No sabemos,
68894,0041,Alineación de los rodillos de las zonas de contención en el proceso de fundición de acero,,Fabricación industrial,Celsa,,,,,No sabemos,
68895,0040,Identificación de la formación de madejas de acero en la línea de producción,,Fabricación industrial,Celsa,,,,,No sabemos,
68896,0039,Identificación de fibras textiles para la clasificación de prendas recicladas,,Medioambiente,MODACC - Agrupació Catalana del Tèxtil i la Moda,,,"Phase Photonics, Radiantis",,Sí,Phase Photonics
68877,0058,Garantizar la seguridad de trabajadores en cámaras frigoríficas mediante monitorización de temperatura,,Telecomunicaciones,,,,,,No sabemos,
68878,0057,Visión artificial para el cuarteo automatizado de ganado vacuno,,Agroalimentación,,,,,,No sabemos,
68879,0056,Láser 3D para diagnóstico de  úlceras,,Salud,,,,,,No sabemos,
68857,0081,Sistema de detección de defectos de sellado en línea de producción de embutidos,,Agroalimentación,,02/10/2020,02/10/2020,,,No sabemos,
68858,0080,Nuevas aplicaciones del láser en materiales reciclables,,Medioambiente,,22/09/2020,22/09/2020,,,No sabemos,
68859,0079,Monitorización de la eficacia de productos de estética capilar,,Cosmética y Estética,,15/07/2020,15/07/2020,,,No sabemos,
68860,0078,Monitorización de formación de cascarilla en horno de precalentamiento del sector siderúrgico,,Materias primas,,13/07/2020,13/07/2020,,,No sabemos,
68861,0077,Desarrollo de espejos cónicos para visión artificial con tolerància geométrica de 1 micra,,Fabricación industrial,,08/07/2020,08/07/2020,,,No sabemos,
68862,0076,Monitorización de la contaminación bacteriana residual en superficies de quirófano,,Salud,Laboratorios HARTMANN,07/07/2020,07/07/2020,,,No sabemos,
68863,0075,Desarrollo de un pequeño contenedor climatizado autónomo,,Medioambiente,CAT UAV,11/06/2020,11/06/2020,,,No sabemos,
68864,0074,Micro-perforación múltiple en cilindros de acero inoxidable,,Fabricación industrial,,08/06/2020,08/06/2020,,,No sabemos,
68865,0073,Actualización sistema de detección de defectos en línea de producción,,Fabricación industrial,,21/05/2020,21/05/2020,"Indeep Vision, Lortek",Conexión individual vía correo,No sabemos,
68866,0072,Desarrollo de un láser de 50W para el ITER,,Sector energético,,19/05/2020,19/05/2020,,,No sabemos,
68867,0071,Monitorización en línea del grado de madurez de productos cárnicos,,Agroalimentación,,15/05/2020,15/05/2020,,,No sabemos,
68868,0070,Integración de fuentes de luz IPL para esterilización en el ámbito quirúrgico,,Salud,,28/04/2020,28/04/2020,,,No sabemos,
68869,0069,Desarrollo de sensores para fluidos y caminos de rodillos en la industria alimentaria,,Agroalimentación,Zabala Innovation,23/04/2020,23/04/2020,IRIS Technology Solutions S.L.,Conexión individual vía correo,No sabemos,
68870,0068,Integración de sistemas de esterilización UV-C en plataformas robóticas para desinfección de espacios públicos,,Medioambiente,Pal Robotics,21/04/2020,21/04/2020,"HAMAMATSU Photonics France, MTS Tech",Conexión individual vía correo,Sí,MTS Tech
68871,0064,Medición del flujo vascular y su oxigeno en las oclusiones de las arterias retinianas,,Salud,,,,,,No sabemos,
68872,0063,Desarrollo de un sistema para la verificación y calibración automatizada de luminarias LED para el sector automoción,,Automoción,,,,,,No sabemos,
68873,0062,Dispositivo para la visualización de venas en prematuros,,Salud,Hospital Clinic - IDIBAPS,,,,,No sabemos,
68874,0061,Monitorización de la limpieza de superficies en quirófano,,Medioambiente,,,,,,No sabemos,
68875,0060,Sensores para impresión 3D de microestructuras óseas,,Salud,,,,,,No sabemos,
68876,0059,Monitorización de la seguridad en los diferentes orificios de camiones cisterna,,Agroalimentación,Bolsa de Comercio de Rosario,,,,,No sabemos,
68837,0103,Detección de emisiones difusas a la atmósfera en planta siderúrgica,,Medioambiente,ArcelorMittal,24/01/2022,24/01/2022,"Beamagine, I3A - Instituto de Investigación en Ingeniería de Aragón, Photon Lines, Eurecat, Alteria Automation, CEIT, CD6 - UPC",Conexión individual vía correo,No sabemos,
68838,0102,Acciona lanza retos en el ámbito de transporte y construcción,,Construcción,,20/01/2022,20/01/2022,,,No sabemos,
68839,0101,Acciona lanza retos en los ámbitos de energías renovables y tratamiento del agua,,Medioambiente,,20/01/2022,20/01/2022,,,No sabemos,
68840,0100,Fabricación de conjuntos de fibra óptica bifurcadas a medida para dispositivos médicos,,Salud,,19/01/2022,19/01/2022,,,No sabemos,
68841,0099,Monitorización de sección y defectos superficiales en producto acabado del sector siderúrgico,,Materias primas,,14/12/2021,14/12/2021,,,No sabemos,
68842,0098,Desarrollo de un software de análisis de imágenes 3D para empresa del sector cosmético,,Cosmética y Estética,,10/12/2021,10/12/2021,"IRIS Technology Solutions S.L., Lubrizol (borrar)",Conexión individual vía correo,No sabemos,
68843,0097,Escaneado e impresión 3D de prótesis oculares,,Salud,,20/09/2021,20/09/2021,,,No sabemos,
68844,0096,Guiado haz OPO a cámara de vacío,,Salud,Radiantis,15/09/2021,15/09/2021,,,No sabemos,
68845,0095,Conexión de software de estaciones meteorólogicas al sistema de navegación AIS,,Medioambiente,Troposferica 2020,27/04/2021,27/04/2021,,,No sabemos,
68846,0094,Dispositivo IOT para medir el viento en entorno siderúrgico,,Medioambiente,,05/03/2021,05/03/2021,,,No sabemos,
68847,0093,Creación de un almacén automatizado para una concept store,,Turismo,,03/03/2021,03/03/2021,,,No sabemos,
68848,0092,Reconocimiento de imagen para identificar títulos de libros,,Patrimonio Cultural,,25/02/2021,25/02/2021,,,No sabemos,
68849,0089,Retirada de resina epoxy de placa electrónica sin dañar un componente clave,,Fabricación industrial,,12/11/2020,12/11/2020,,,No sabemos,
68850,0088,Dispositivo fotónico para identificar la correcta aplicación de hidrogel,,Salud,,05/11/2020,05/11/2020,,,No sabemos,
68851,0087,Programa autónomo de optimización de procesos en la fabricación y distribución de aglomerado asfaltico,,Construcción,,15/10/2020,15/10/2020,,,No sabemos,
68852,0086,Optimización del proceso de cultivo in vitro de plántulas mediante tecnología para el corte de tallos,,Agroalimentación,,08/10/2020,08/10/2020,,,No sabemos,
68853,0083,Rediseño de placa de hardware de cálculo basado en microprocesadores de silicio,,Telecomunicaciones,,06/10/2020,06/10/2020,,,No sabemos,
68854,0085,"Sistema de detección, en línia, de turbidez en líquidos",,Agroalimentación,,07/10/2020,07/10/2020,,,No sabemos,
68855,0084,"Sistema de inspección, en línea, de vidrio transparente",,Agroalimentación,,07/10/2020,07/10/2020,,,No sabemos,
68856,0082,Sistema de detección cualitativa de gases en envases para el sector alimentario,,Agroalimentación,,05/10/2020,05/10/2020,,,No sabemos,
68828,0112,Sistema para el análisis de sección y velocidad de avance de perfiles de acero,,Materias primas,Celsa,25/03/2022,25/03/2022,"bcb, Nuavis, Ommatidia Lidar, Fivecomm",Conexión individual vía correo,No sabemos,
68835,0105,Detección del cumplimiento de plazos de aplicación de fitosanitarios en aceituna entera,,Agroalimentación,INOLEO - AEI Del Sector Proveedor de Bienes y Servicios del Sector Oleícola,24/02/2022,24/02/2022,"Aotech, Pixelabs, Eurecat, UAB - OPTICS GROUP, Nulab, Pyroistech",Workshop online,Sí,Aotech
68836,0104,Sistema de detección de polen y ácaros en el ambiente,,Medioambiente,,21/02/2022,21/02/2022,"Moldmec, Alteria Automation, Grupo Álava, ICFO, GPAINNOVA, I3A - Instituto de Investigación en Ingeniería de Aragón",Conexión individual vía correo,No sabemos,
68829,0111,Trazabilidad de las palanquillas generadas en el proceso de acería,,Materias primas,Celsa,24/03/2022,24/03/2022,"Infinitia Research, Nuavis, Lortek, bcb, Fujitsu",Conexión individual vía correo,No sabemos,
68830,0110,Diseño de reflector para balizas,,Seguridad,,24/03/2022,24/03/2022,"COMSA Industrial, AsorCAD Engineering, Tekniker",Conexión individual vía correo,No sabemos,
68831,0109,Cuantificación de camarón vannamei en esteros,,Agroalimentación,GPAINNOVA,16/03/2022,16/03/2022,"Eurecat, Leitat",Conexión individual vía correo,No sabemos,
68832,0108,Detección de Posidonia en el fondo marino,,Medioambiente,GPAINNOVA,15/03/2022,15/03/2022,"Eurecat, Leitat, CAT UAV, Beamagine, Phase Photonics",Conexión individual vía correo,No sabemos,
68833,0107,Instrumentación para la identificación de microplásticos en la superfície marina,,Medioambiente,GPAINNOVA,14/03/2022,14/03/2022,"Micrauto, Eurecat, Atten2, Leitat",Conexión individual vía correo,No sabemos,
68834,0106,robotización de la apertura de válvulas en condiciones hostiles en plantas de refinería,,Sector energético,Repsol S.A.,28/02/2022,28/02/2022,"Leitat, Visiona, Nuavis, Alteria Automation, Nabla Vision, CEIT, Robotnik, Eurecat",Workshop online,No,
68817,0122,Sistemas de comunicaciones para sensores en línea a través de LoRaWAN,,Telecomunicaciones,Celsa,17/10/2022,17/10/2022,"Draco Systems, Alteria Automation, Fujitsu, CEIT, Eurecat, Zepren Solutions",Conexión individual vía correo,No sabemos,
68818,0121,Monitorización de la roca calcárea para prevenir la fragmentación del soporte rocoso,,Medioambiente,,25/08/2022,25/08/2022,"CVC, AsorCAD Engineering, Tecnalia, Eurecat",Conexión individual vía correo,No sabemos,
68819,0120,Desarrollo de un sistema de acoplamiento de haz pulsado a fibra,,Salud,Bioherent,07/07/2022,07/07/2022,"Alter Technology, ICFO, CD6 - UPC",Conexión individual vía correo,No sabemos,
68820,0119,Desarrollo de modelos 3D texturizados de infraestructuras subacuáticas,,Medioambiente,GPAINNOVA,28/06/2022,28/06/2022,"IOVI Intelligent Vision, Subsea Mechatronics, CD6 - UPC, Beamagine",Conexión individual vía correo,No sabemos,
68821,0118,Dispositivo para la visualización de nervios en quirófano,,Salud,Hospital Germans Trias i Pujol,17/06/2022,17/06/2022,"Radiantis, IN2UB, Stimulo, Eurecat",Workshop online,No,
68822,0117,Calibración y Normalización de cámaras hiperespectrales en condiciones exteriores,,Materias primas,ArcelorMittal,16/05/2022,16/05/2022,"CVC, Eurecat, IRIS Technology Solutions S.L.",Conexión individual vía correo,No sabemos,
68823,0116,Retos del PCAMI para digitalización almacén logistico,,,PCAMI,20/05/2022,20/05/2022,"Dronomy, IOVI Intelligent Vision, Stimulo, Alter Technology, Air Drone Logistics, CEIT, Fujitsu, Tecnalia, Kivnon, IRIS Technology Solutions S.L., Robotnik",Workshop presencial,Sí,"Dronomy, IOVI Intelligent Vision, Stimulo, Alter Technology, Air Drone Logistics"
68824,X116,Medición de atenuación atmosférica en planta termosolar,,Sector energético,,02/05/2022,02/05/2022,,,No sabemos,
68825,0115,Registro automatizado inteligente de pacientes desplazados,,Salud,,05/04/2022,05/04/2022,,,No sabemos,
68826,0114,Plataforma digital inteligente de las emergencias del 061,,Salud,,04/04/2022,04/04/2022,,,No sabemos,
68827,0113,Desarrollar un objetivo de telescopio para longitudes de onda en SWIR,,Espacio,,28/03/2022,28/03/2022,,,No sabemos,
68811,0128,Desarrollar una single board computer para embarcarse en drones,,Seguridad,Unmanned Life,07/03/2023,07/03/2023,"AsorCAD Engineering, Beamagine, HAMAMATSU Photonics France, Draco Systems, SnellOptics (socio actual QPO), IN2UB, Atten2",Conexión individual vía correo,No sabemos,
68812,0127,Desarrollar un sensor de vibración para monitorizar maquinaria,,Fabricación industrial,,07/03/2023,07/03/2023,"UPV - EHU, Draco Systems, Eurecat, Alteria Automation, CEIT, IRIS Technology Solutions S.L., Atten2, Alter Technology, Tekniker, A4R Advanced Algorithms 4 Radar",Conexión individual vía correo,No sabemos,
68813,0126,Desarrollar un sistema de comunicaciones mediante Web RTC,,Telecomunicaciones,Koonstel,07/02/2023,07/02/2023,"t2c, Future Space",Conexión individual vía correo,No sabemos,
68814,0125,Desarrollar un sistema de Optical tracking y Realidad Mixta para la America’s Cup,,Patrimonio Cultural,America's Cup,17/01/2023,17/01/2023,,,No sabemos,
68815,0124,Visión artificial para la maximización de extracción de información de imágenes,,Logística,Airvant Mediciones Ambientales SL,05/12/2022,05/12/2022,,,No sabemos,
68816,0123,Conectividad de enjambres de drones mediante 5G para tareas de inspección indoor,,Seguridad,Airvant Mediciones Ambientales SL,05/12/2022,05/12/2022,"Fujitsu, Dronomy, Alter Technology, Fivecomm",Conexión individual vía correo,No sabemos,
68791,0168,Tecnologías para la reducción de la dureza del agua sin consumibles,,Medioambiente,BSH,15/04/2024,15/04/2024,,,No sabemos,
68792,0167,Desarrollar una single board computer para drones,,Seguridad,Unmanned Life,09/04/2024,09/04/2024,"t2c, Subsea Mechatronics, Draco Systems, rbz, Leitat, singular things",No continúa,No,
68793,0166,Partners en electrónica para fabricación de PCBs y ensamblaje de componentes smd,,Salud,LVD Biotech,20/03/2024,20/03/2024,"singular things, Alter Technology, Tekniker, Alteria Automation, Draco Systems, rbz",Conexión individual vía correo,No sabemos,
68794,0165,Desarrollo de un sistema láser para la decapación de óxidos en hilo de acero,,Fabricación industrial,DRUIDS Process Technology S.L.,13/02/2024,13/02/2024,"Eurecat, EXOM engineering, Laser Line Scanning, AIMEN Centro Tecnológico, Vidorreta (actual Ysium Medical), Lenz Instruments, Monocrom",Workshop online,No sabemos,
68795,0164,Desarrollo y construcción mediante robots de infraestructura orbital para Data Centers en espacio,,Espacio,Thales Alenia Space España,16/01/2024,16/01/2024,"VLC Photonics, SISTAM, Unmanned Life, ProCareLight, Beamagine, Ommatidia Lidar, Tecnalia, Alter Technology",Workshop online,No sabemos,
68796,0163,Corte de espejos y beam splitters,,Fabricación industrial,2EyesVision,08/01/2024,08/01/2024,"Macsa ID, Kolokium Blockchain Technologies, CEIT, IACTec - Instituto de Astrofísica de Canarias, Tekniker, IMB-CNM",Conexión individual vía correo,No sabemos,
68797,0162,Dispositivo para escaneo 3D in situ de accidentes de tráfico,,Seguridad,Minsait,11/12/2023,11/12/2023,"Nabla Vision, Robotnik, Stimulo, CAT UAV, Beamagine, Draco Systems, Tekniker, AsorCAD Engineering, singular things",Workshop online,Sí,Beamagine
68798,0161,Operativa vial y gestión de infraestructuras mediante drones,,Seguridad,Abertis,05/12/2023,05/12/2023,Unmanned Life,Call,No sabemos,
68799,0160,"Microfluídica para el procesado de biopsias líquidas (orina, sangre, saliva, etc.)",,Salud,,23/11/2023,23/11/2023,"Mapsi Photonics, Eurecat, Leitat, Draco Systems, CEIT",Conexión individual vía correo,No sabemos,
68800,0159,Desarrollar gemelos digitales para infraestructuras portuarias y autopistas,,Seguridad,Babel Group,14/11/2023,14/11/2023,"TRL+, Future Space, Tecnalia, Beawre, Fujitsu, AsorCAD Engineering, Eurecat, SENER, ARCbcn-WATTEGA, Robotnik, Fivecomm, Nabla Vision, Beamagine, Alteria Automation",Workshop online,No sabemos,
68801,0154,Caracterización de las emisiones canalizadas y difusas de salida del horno de arco eléctrico de una planta siderúrgica,,Materias primas,ArcelorMittal,09/10/2023,09/10/2023,"bcb, CEIT, CEMDATIC/UPM - Centro de Materiales y Dispositivos Avanzados para las TIC - Grupo de Fotonica Aplicada, HAMAMATSU Photonics France, ICFO, rbz, Tecnalia, Visiona",Workshop presencial,No sabemos,
68802,0153,Depositar fotocátodos sobre sustrato de vidrio de 25mm,,"Defensa, Espacio, Salud, Seguridad, Telecomunicaciones",Tecnalia,13/09/2023,13/09/2023,"Tecnalia, IMB-CNM, HAMAMATSU Photonics France",Conexión individual vía correo,No sabemos,
68803,0152,Medir el desgaste interno de las cámaras de máquinas mezcladoras de caucho,,Fabricación industrial,,13/09/2023,13/09/2023,Eurecat,Conexión individual vía correo,No sabemos,
68804,0148,COVAP,,Agroalimentación,COVAP,04/09/2023,04/09/2023,"Aotech, BIOBEE semiconductors, Nulab, Pyroistech, AINIA, Tecnalia, Tekniker, IOVI Intelligent Vision, Alteria Automation",Workshop presencial,No sabemos,
68805,0143,Optomecánica e Inteligencia Artificial para el control de grandes telescopios,,Espacio,IACTec - Instituto de Astrofísica de Canarias,24/07/2023,24/07/2023,"ASE Optics Europe, bcb, IMB-CNM, HAMAMATSU Photonics France, SISTAM, Imasenic, Stimulo, Quside, Thales Alenia Space (época potencial), ProCareLight, INTA, Recursos Laser, ICFO",Workshop presencial,Sí,"ASE Optics Europe, IMB-CNM"
68806,0140,Inteligencia Artificial aplicada a Imagen médica y radiómetros de microondas,,Salud,IACTec - Instituto de Astrofísica de Canarias,19/07/2023,19/07/2023,"ASE Optics Europe, bcb, IMB-CNM, HAMAMATSU Photonics France, SISTAM, Imasenic, Stimulo, Quside, Thales Alenia Space (época potencial), ProCareLight, INTA, Recursos Laser, ICFO",Workshop presencial,Sí,"ASE Optics Europe, IMB-CNM"
68807,0133,"Fotónica Integrada y Criptografía Cuántica para Micrósatélites, Teledetección y Comunicaciones Ópticas en Espacio",,Espacio,IACTec - Instituto de Astrofísica de Canarias,14/07/2023,14/07/2023,"ASE Optics Europe, bcb, IMB-CNM, HAMAMATSU Photonics France, SISTAM, Imasenic, Stimulo, Quside, Thales Alenia Space (época potencial), ProCareLight, INTA, Recursos Laser, ICFO",Workshop presencial,Sí,"ASE Optics Europe, IMB-CNM"
68808,0132,Diseño de lente micro-fresnel,,Salud,Horizons Optical,27/06/2023,27/06/2023,,,No sabemos,
68809,0131,Prototipar sistemas de microfluídica para sistemas de IVD o health,,Salud,,25/05/2023,25/05/2023,"Bioherent, Eurecat, Tekniker, Leitat, CEIT, Tecnalia",Conexión individual vía correo,No sabemos,
68810,0129,ADNe marino en tiempo real y Visión submarina mejorada,,Medioambiente,GPAINNOVA,17/04/2023,17/04/2023,,Workshop presencial,No sabemos,
68771,0188,MCU basado en RISC-V adaptado para espacio,,Espacio,SATLANTIS,20/12/2024,20/12/2024,"Alter Technology, Recursos Laser, Imasenic, TEKHNĒ, IN2UB, Qurv Technologies, CEMDATIC - UPM, CEIT, New Infrared Technologies, HAMAMATSU Photonics France, Eurecat",Conexión individual vía correo,No sabemos,
68772,0187,Detector InGaAs,XX,Medioambiente,SATLANTIS,20/12/2024,20/12/2024,"Alter Technology, Recursos Laser, Imasenic, TEKHNĒ, IN2UB, Qurv Technologies, CEMDATIC - UPM, CEIT, New Infrared Technologies, HAMAMATSU Photonics France, Eurecat",Conexión individual vía correo,No sabemos,
68773,0186,CMOS para espacio con unas características similares o mejores que el CMV12k,,Espacio,SATLANTIS,20/12/2024,20/12/2024,"Alter Technology, Recursos Laser, Imasenic, TEKHNĒ, IN2UB, Qurv Technologies, CEMDATIC - UPM, CEIT, New Infrared Technologies, HAMAMATSU Photonics France, Eurecat",Conexión individual vía correo,No sabemos,
68774,0185,IA para análisis de imágenes de microscopía electrónica,,Salud,Nanomol Technologies,12/11/2024,12/11/2024,"CVBLab, Artikode Intelligence, Alter Technology, Quantum Mads, t2c, Tecnalia, Tekniker, AINIA, Leitat",Conexión individual vía correo,No sabemos,
68775,0184,Sistema de detección avanzada para la industria cárnica,,Agroalimentación,IRTA (época potencial),22/10/2024,22/10/2024,"Aotech, IOVI Intelligent Vision, Vidorreta (actual Ysium Medical), Fujitsu, Sensia Solutions, Nulab, LÚCID, New Infrared Technologies, Zepren Solutions, rbz, Lenz Instruments, ColorSensing, ASINCAR, Leitat",Conexión individual vía correo,Sí,Lenz Instruments
68776,0183,Desarrollo láser para grabado de vidrio,,Construcción,Luxglass-technology SL,18/10/2024,18/10/2024,"SnellOptics (socio actual QPO), Coherent Inc., Zepren Solutions, ProCareLight, Macsa ID, HAMAMATSU Photonics France, Recursos Laser, CEIT, AIMEN Centro Tecnológico, Tekniker",En standby,No sabemos,
68777,0182,Detección automática de objetos extraños en balas de fibra,,Materias primas,DuPont,03/10/2024,03/10/2024,"Rosepetal, rbz, HAMAMATSU Photonics France, Greenlight Solutions, SISTAM, Diip Artificial Intelligence, Centro de Tecnologia Nanofotónica de Valencia, Tekniker",Workshop online,No sabemos,
68778,0181,Detección automática de la tragada de chapa en procesos de embutición,,Fabricación industrial,Gestamp,01/10/2024,01/10/2024,"Rosepetal, Ommatidia Lidar, Diip Artificial Intelligence",Conexión individual vía correo,No sabemos,
68779,0180,Sistema para optimizar el proceso de limpieza de los molinos de aceite,,Agroalimentación,IRTA (época potencial),10/09/2024,10/09/2024,"Aotech, Dronomy, Atten2, Greenlight Solutions, CD6 - UPC, Tekniker, Leitat",Conexión individual vía correo,No sabemos,
68780,0179,Espectrómetro Raman customizado,,"Agroalimentación, Industria química, Salud, Sector farmacéutico",iLoF - Intelligent Lab on Fiber,01/08/2024,01/08/2024,"Greenlight Solutions, rbz, HAMAMATSU Photonics France, Lenz Instruments, Zepren Solutions, AIMEN Centro Tecnológico",Conexión individual vía correo,No sabemos,
68781,0178,BASF busca expertos en IA para agricultura,,Agroalimentación,BASF,25/07/2024,25/07/2024,"Dronomy, Tecnalia, Draco Systems, Greenlight Solutions, rbz, HAMAMATSU Photonics France, Lenz Instruments, Zepren Solutions, AIMEN Centro Tecnológico",Conexión individual vía correo,No sabemos,
68782,0177,Sistema inalámbrico de interacción con sensor para dispositivo médico,,Salud,B. Braun Medical International SL,29/05/2024,29/05/2024,"rbz, Fivecomm, singular things, Zepren Solutions, Leitat, Tecnalia, Eurecat, Vidorreta (actual Ysium Medical), Stimulo",Conexión individual vía correo,No sabemos,
68783,0176,Estado del fruto debajo de la cubierta vegetal,,Agroalimentación,Associació AEI Innovi,24/05/2024,24/05/2024,"UAB, CD6 - UPC, Leitat, NEATSIGHT, AINIA, ICFO, IMB-CNM, Monocrom, CAT UAV, IN2UB",Workshop presencial,No sabemos,
68784,0175,Cuantificación de bacterias y levaduras,,Agroalimentación,Associació AEI Innovi,24/05/2024,24/05/2024,"UAB, CD6 - UPC, Leitat, NEATSIGHT, AINIA, ICFO, IMB-CNM, Monocrom, CAT UAV, IN2UB",Workshop presencial,No sabemos,
68785,0174,Inspección de tapones de tiraje,,Agroalimentación,Associació AEI Innovi,24/05/2024,24/05/2024,"UAB, CD6 - UPC, Leitat, NEATSIGHT, AINIA, ICFO, IMB-CNM, Monocrom, CAT UAV, IN2UB",Workshop presencial,No sabemos,
68786,0173,Inspector de volvas y las madres del vino,,Agroalimentación,Associació AEI Innovi,24/05/2024,24/05/2024,"UAB, CD6 - UPC, Leitat, NEATSIGHT, AINIA, ICFO, IMB-CNM, Monocrom, CAT UAV, IN2UB",Workshop presencial,No sabemos,
68787,0172,Automatización de la regulación de cuchillas en centrifugadoras industriales,,Fabricación industrial,"Riera Nadeu, SA",17/05/2024,17/05/2024,"Tekniker, Lenz Instruments",Conexión individual vía correo,No sabemos,
68788,0171,Medición del grado de vulcanizado y viscosidad en línea para el sector del caucho,,Fabricación industrial,Consorcio Nacional de Industriales del Caucho,26/04/2024,26/04/2024,"Aotech, AINIA, Lenz Instruments",Conexión individual vía correo,No sabemos,
68789,0170,Soluciones tecnológicas para aumentar la eficacia del lavado,,Fabricación industrial,BSH,15/04/2024,15/04/2024,,,No sabemos,
68790,0169,"Tecnologías para la limpieza/purificación  de electrodos serigrafiados o impresos /SPE, screen-printed electrodes)",,Fabricación industrial,BSH,15/04/2024,15/04/2024,"Leitat, HAMAMATSU Photonics France",Conexión individual vía correo,No sabemos,
68769,0190,Sensorización de temperatura en horno de arco eléctrico,"Desde uno de nuestros socios industriales, nos han solicitado apoyo para identificar tecnologías y/o capacidades que permitan sensorizar la temperatura en la capa exterior de un horno de arco eléctrico. Podéis ver en esta imagen el esquema de un horno de arco eléctrico para que sepáis de qué se trata. El objetivo es monitorizar variaciones de temperatura del orden de 50-500ºC sin determinar aun la precisión necesaria de la medición. Estas variaciones están causadas principalmente por el desgaste del revestimiento refractario (que provoca un aumento de temperatura) o algunas fugas de agua en los paneles laterales refrigerados (que provocarían descensos de temperatura).",Materias primas,ArcelorMittal,03/03/2025,03/03/2025,"UPV - EHU, AIMEN Centro Tecnológico, Mapsi Photonics, CEIT, CalSens, bcb, APLITER, Zepren Solutions",Workshop online,Sí,
68767,0192,Control de calidad en productos laminados de la industria siderúrgica,"Una importante empresa siderúrgica ha contactado con secpho en busca de una solución tecnológica capaz de medir las flechas, es decir, la curvatura o desviación que sufre el material laminado durante el proceso de producción. En concreto, están interesados en revisar la calidad de los productos planos laminados en caliente; no obstante, la solución se ubicaría en la zona fría, es decir, en la zona del proceso posterior al enderezado y corte, antes de su apilado.",Fabricación industrial,Celsa,11/03/2025,11/03/2025,"IOVI Intelligent Vision, bcb, Beamagine, AMS Technologies, Macsa ID, Tekniker, Tecnalia",Workshop online,No sabemos,
68768,0191,Sistema de detección de contenido de carbono orgánico en agricultura,"Desde el iHub La Vega Innova, organismo dependiente del Ministerio de Agricultura, Pesca y Alimentación, buscan desarrollar un modelo que permita la estimación del contenido de carbono orgánico en los suelos agrícolas (COS) y la comprobación de los algoritmos que estiman dicho contenido. El proyecto consiste en la estimación del contenido del COS en los 30 primeros centímetros de su horizonte. Desean realizar una comparativa entre diversos sistemas de teledetección activos y pasivos, así como combinarlos con otros modelos de simulación capaces de reproducir la evolución del contenido de carbono orgánico del suelo y los resultados de laboratorio de COS de parcelas de seguimiento de las que dispondrá el Ministerio de Agricultura, Pesca y Alimentación.",Medioambiente,La Vega Innova,10/03/2025,10/03/2025,,Call,No sabemos,
68770,0189,Desarrollo de electrónica a medida para medical device,"Nos ha contactado una empresa con un fuerte enfoque en innovación tecnológica en el ámbito de los dispositivos médicos ya que están en la búsqueda de un partner especializado en ingeniería electrónica para el proceso de fabricación de un medical device electrónico (fabricación de las PCBs, control de recepción del material, controles in-process, ensamblaje, etiquetado, packaging y liberación). El hardware y firmware del dispositivo ya está desarrollado y está en fase de verificación y validación para lograr el marcaje CE y más adelante el FDA Authorization. Precisan que el partner disponga de un sistema de gestión de calidad certificado (preferiblemente ISO 13485) y establecer con él un Quality Agreement.",Salud,The Blue Box,16/01/2025,16/01/2025,"Alter Technology, Leitat, Draco Systems",Conexión individual vía correo,No sabemos,
